accession,accession_clean,entity_name,cik,form,filing_date,source_file,text_file,word_count,doc_url
0001104659-24-098758,110465924098758,HARLEY-DAVIDSON CUSTOMER FUNDING CORP.,1114926,424H,2024-09-11,HARLEY-DAVIDSON_CUSTOMER_FUNDING_CORP__2024-09-11_424H.htm,HARLEY-DAVIDSON_CUSTOMER_FUNDING_CORP__2024-09-11_424H.txt,131403,https://www.sec.gov/Archives/edgar/data/1114926/000110465924098758/tm2422152-1_424h.htm
0001104659-25-048574,110465925048574,HARLEY-DAVIDSON CUSTOMER FUNDING CORP.,1114926,424H,2025-05-14,HARLEY-DAVIDSON_CUSTOMER_FUNDING_CORP__2025-05-14_424H.htm,HARLEY-DAVIDSON_CUSTOMER_FUNDING_CORP__2025-05-14_424H.txt,144782,https://www.sec.gov/Archives/edgar/data/1114926/000110465925048574/tm2513840-1_424h.htm
0001104659-24-031300,110465924031300,HYUNDAI ABS FUNDING LLC,1260125,424H,2024-03-06,HYUNDAI_ABS_FUNDING_LLC_2024-03-06_424H.htm,HYUNDAI_ABS_FUNDING_LLC_2024-03-06_424H.txt,165016,https://www.sec.gov/Archives/edgar/data/1260125/000110465924031300/tm247619d7_424h.htm
0001104659-24-079114,110465924079114,HYUNDAI ABS FUNDING LLC,1260125,424H,2024-07-11,HYUNDAI_ABS_FUNDING_LLC_2024-07-11_424H.htm,HYUNDAI_ABS_FUNDING_LLC_2024-07-11_424H.txt,166260,https://www.sec.gov/Archives/edgar/data/1260125/000110465924079114/tm2419061d4_424h.htm
0001104659-24-105235,110465924105235,HYUNDAI ABS FUNDING LLC,1260125,424H,2024-10-02,HYUNDAI_ABS_FUNDING_LLC_2024-10-02_424H.htm,HYUNDAI_ABS_FUNDING_LLC_2024-10-02_424H.txt,172263,https://www.sec.gov/Archives/edgar/data/1260125/000110465924105235/tm2424889d6_424h.htm
0001104659-25-017888,110465925017888,HYUNDAI ABS FUNDING LLC,1260125,424H,2025-02-27,HYUNDAI_ABS_FUNDING_LLC_2025-02-27_424H.htm,HYUNDAI_ABS_FUNDING_LLC_2025-02-27_424H.txt,181393,https://www.sec.gov/Archives/edgar/data/1260125/000110465925017888/tm257118d6_424h.htm
0001104659-25-053535,110465925053535,HYUNDAI ABS FUNDING LLC,1260125,424H,2025-05-28,HYUNDAI_ABS_FUNDING_LLC_2025-05-28_424H.htm,HYUNDAI_ABS_FUNDING_LLC_2025-05-28_424H.txt,186189,https://www.sec.gov/Archives/edgar/data/1260125/000110465925053535/tm2515899d3_424h.htm
0001104659-25-087324,110465925087324,HYUNDAI ABS FUNDING LLC,1260125,424H,2025-09-04,HYUNDAI_ABS_FUNDING_LLC_2025-09-04_424H.htm,HYUNDAI_ABS_FUNDING_LLC_2025-09-04_424H.txt,189188,https://www.sec.gov/Archives/edgar/data/1260125/000110465925087324/tm2524658d1_424h.htm
0001104659-25-103609,110465925103609,HYUNDAI ABS FUNDING LLC,1260125,424H,2025-10-29,HYUNDAI_ABS_FUNDING_LLC_2025-10-29_424H.htm,HYUNDAI_ABS_FUNDING_LLC_2025-10-29_424H.txt,193186,https://www.sec.gov/Archives/edgar/data/1260125/000110465925103609/tm2529217d3_424h.htm
0001104659-26-010086,110465926010086,HYUNDAI ABS FUNDING LLC,1260125,424H,2026-02-04,HYUNDAI_ABS_FUNDING_LLC_2026-02-04_424H.htm,HYUNDAI_ABS_FUNDING_LLC_2026-02-04_424H.txt,197909,https://www.sec.gov/Archives/edgar/data/1260125/000110465926010086/tm264376d6_424h.htm
0001104659-26-070392,110465926070392,HYUNDAI ABS FUNDING LLC,1260125,424H,2026-06-04,HYUNDAI_ABS_FUNDING_LLC_2026-06-04_424H.htm,HYUNDAI_ABS_FUNDING_LLC_2026-06-04_424H.txt,187510,https://www.sec.gov/Archives/edgar/data/1260125/000110465926070392/tm2615711d5_424h.htm
0001193125-24-195900,119312524195900,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2024-08-07,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2024-08-07_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2024-08-07_424H.txt,173256,https://www.sec.gov/Archives/edgar/data/1383094/000119312524195900/d781831d424h.htm
0001193125-24-217251,119312524217251,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2024-09-11,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2024-09-11_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2024-09-11_424H.txt,125497,https://www.sec.gov/Archives/edgar/data/1383094/000119312524217251/d854647d424h.htm
0001193125-24-235914,119312524235914,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2024-10-10,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2024-10-10_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2024-10-10_424H.txt,140120,https://www.sec.gov/Archives/edgar/data/1383094/000119312524235914/d882670d424h.htm
0001193125-25-004311,119312525004311,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2025-01-10,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-01-10_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-01-10_424H.txt,177555,https://www.sec.gov/Archives/edgar/data/1383094/000119312525004311/d833872d424h.htm
0001193125-25-052978,119312525052978,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2025-03-12,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-03-12_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-03-12_424H.txt,152329,https://www.sec.gov/Archives/edgar/data/1383094/000119312525052978/d904180d424h.htm
0001193125-25-119930,119312525119930,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2025-05-14,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-05-14_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-05-14_424H.txt,113082,https://www.sec.gov/Archives/edgar/data/1383094/000119312525119930/d862889d424h.htm
0001193125-25-160513,119312525160513,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2025-07-17,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-07-17_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-07-17_424H.txt,157924,https://www.sec.gov/Archives/edgar/data/1383094/000119312525160513/d40585d424h.htm
0001193125-25-200143,119312525200143,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2025-09-10,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-09-10_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-09-10_424H.txt,126117,https://www.sec.gov/Archives/edgar/data/1383094/000119312525200143/d72018d424h.htm
0001193125-25-269645,119312525269645,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2025-11-06,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-11-06_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2025-11-06_424H.txt,149207,https://www.sec.gov/Archives/edgar/data/1383094/000119312525269645/d86784d424h.htm
0001193125-26-046579,119312526046579,SANTANDER DRIVE AUTO RECEIVABLES LLC,1383094,424H,2026-02-11,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2026-02-11_424H.htm,SANTANDER_DRIVE_AUTO_RECEIVABLES_LLC_2026-02-11_424H.txt,161107,https://www.sec.gov/Archives/edgar/data/1383094/000119312526046579/d33515d424h.htm
0000929638-24-001523,92963824001523,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2024-04-18,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2024-04-18_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2024-04-18_424H.txt,139041,https://www.sec.gov/Archives/edgar/data/1131131/000092963824001523/taot2024b-424h.htm
0000929638-24-002506,92963824002506,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2024-07-17,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2024-07-17_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2024-07-17_424H.txt,138978,https://www.sec.gov/Archives/edgar/data/1131131/000092963824002506/taot2024c-424h.htm
0000929638-24-003452,92963824003452,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2024-10-07,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2024-10-07_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2024-10-07_424H.txt,140113,https://www.sec.gov/Archives/edgar/data/1131131/000092963824003452/taot2024d-424h.htm
0000929638-25-000154,92963825000154,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2025-01-15,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2025-01-15_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2025-01-15_424H.txt,137674,https://www.sec.gov/Archives/edgar/data/1131131/000092963825000154/taot2025a-424h.htm
0000929638-25-001593,92963825001593,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2025-04-21,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2025-04-21_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2025-04-21_424H.txt,149118,https://www.sec.gov/Archives/edgar/data/1131131/000092963825001593/taot2025b-424h.htm
0000929638-25-002607,92963825002607,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2025-07-16,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2025-07-16_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2025-07-16_424H.txt,148511,https://www.sec.gov/Archives/edgar/data/1131131/000092963825002607/taot2025c-424h.htm
0000929638-25-003854,92963825003854,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2025-10-08,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2025-10-08_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2025-10-08_424H.txt,150372,https://www.sec.gov/Archives/edgar/data/1131131/000092963825003854/taot2025d-424h.htm
0000929638-26-000041,92963826000041,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2026-01-07,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2026-01-07_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2026-01-07_424H.txt,145962,https://www.sec.gov/Archives/edgar/data/1131131/000092963826000041/taot2026-a_424h.htm
0000929638-26-001430,92963826001430,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2026-04-08,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2026-04-08_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2026-04-08_424H.txt,147583,https://www.sec.gov/Archives/edgar/data/1131131/000092963826001430/taot2026-b_424h.htm
0000929638-26-002565,92963826002565,TOYOTA AUTO FINANCE RECEIVABLES LLC,1131131,424H,2026-07-08,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2026-07-08_424H.htm,TOYOTA_AUTO_FINANCE_RECEIVABLES_LLC_2026-07-08_424H.txt,149257,https://www.sec.gov/Archives/edgar/data/1131131/000092963826002565/taot2026-c_424h.htm
"htm_filename
Verizon_ABS_II_LLC_2025-07-22_424H.htm    0000929638-25-002656
Verizon_ABS_II_LLC_2025-07-22_424H.htm    0000929638-25-002655
Name: accession, dtype: str","htm_filename
Verizon_ABS_II_LLC_2025-07-22_424H.htm    92963825002656
Verizon_ABS_II_LLC_2025-07-22_424H.htm    92963825002655
Name: accession_clean, dtype: int64","htm_filename
Verizon_ABS_II_LLC_2025-07-22_424H.htm    Verizon ABS II LLC
Verizon_ABS_II_LLC_2025-07-22_424H.htm    Verizon ABS II LLC
Name: entity_name, dtype: str","htm_filename
Verizon_ABS_II_LLC_2025-07-22_424H.htm    1836995
Verizon_ABS_II_LLC_2025-07-22_424H.htm    1836995
Name: cik, dtype: int64","htm_filename
Verizon_ABS_II_LLC_2025-07-22_424H.htm    424H
Verizon_ABS_II_LLC_2025-07-22_424H.htm    424H
Name: form, dtype: str","htm_filename
Verizon_ABS_II_LLC_2025-07-22_424H.htm    2025-07-22
Verizon_ABS_II_LLC_2025-07-22_424H.htm    2025-07-22
Name: filing_date, dtype: str",Verizon_ABS_II_LLC_2025-07-22_424H.htm,Verizon_ABS_II_LLC_2025-07-22_424H.txt,135585,"htm_filename
Verizon_ABS_II_LLC_2025-07-22_424H.htm    https://www.sec.gov/Archives/edgar/data/183699...
Verizon_ABS_II_LLC_2025-07-22_424H.htm    https://www.sec.gov/Archives/edgar/data/183699...
Name: doc_url, dtype: str"
"htm_filename
Verizon_ABS_II_LLC_2025-08-04_424H.htm    0000929638-25-002868
Verizon_ABS_II_LLC_2025-08-04_424H.htm    0000929638-25-002866
Verizon_ABS_II_LLC_2025-08-04_424H.htm    0000929638-25-002864
Verizon_ABS_II_LLC_2025-08-04_424H.htm    0000929638-25-002862
Name: accession, dtype: str","htm_filename
Verizon_ABS_II_LLC_2025-08-04_424H.htm    92963825002868
Verizon_ABS_II_LLC_2025-08-04_424H.htm    92963825002866
Verizon_ABS_II_LLC_2025-08-04_424H.htm    92963825002864
Verizon_ABS_II_LLC_2025-08-04_424H.htm    92963825002862
Name: accession_clean, dtype: int64","htm_filename
Verizon_ABS_II_LLC_2025-08-04_424H.htm    Verizon ABS II LLC
Verizon_ABS_II_LLC_2025-08-04_424H.htm    Verizon ABS II LLC
Verizon_ABS_II_LLC_2025-08-04_424H.htm    Verizon ABS II LLC
Verizon_ABS_II_LLC_2025-08-04_424H.htm    Verizon ABS II LLC
Name: entity_name, dtype: str","htm_filename
Verizon_ABS_II_LLC_2025-08-04_424H.htm    1836995
Verizon_ABS_II_LLC_2025-08-04_424H.htm    1836995
Verizon_ABS_II_LLC_2025-08-04_424H.htm    1836995
Verizon_ABS_II_LLC_2025-08-04_424H.htm    1836995
Name: cik, dtype: int64","htm_filename
Verizon_ABS_II_LLC_2025-08-04_424H.htm    424H
Verizon_ABS_II_LLC_2025-08-04_424H.htm    424H
Verizon_ABS_II_LLC_2025-08-04_424H.htm    424H
Verizon_ABS_II_LLC_2025-08-04_424H.htm    424H
Name: form, dtype: str","htm_filename
Verizon_ABS_II_LLC_2025-08-04_424H.htm    2025-08-04
Verizon_ABS_II_LLC_2025-08-04_424H.htm    2025-08-04
Verizon_ABS_II_LLC_2025-08-04_424H.htm    2025-08-04
Verizon_ABS_II_LLC_2025-08-04_424H.htm    2025-08-04
Name: filing_date, dtype: str",Verizon_ABS_II_LLC_2025-08-04_424H.htm,Verizon_ABS_II_LLC_2025-08-04_424H.txt,135972,"htm_filename
Verizon_ABS_II_LLC_2025-08-04_424H.htm    https://www.sec.gov/Archives/edgar/data/183699...
Verizon_ABS_II_LLC_2025-08-04_424H.htm    https://www.sec.gov/Archives/edgar/data/183699...
Verizon_ABS_II_LLC_2025-08-04_424H.htm    https://www.sec.gov/Archives/edgar/data/183699...
Verizon_ABS_II_LLC_2025-08-04_424H.htm    https://www.sec.gov/Archives/edgar/data/183699...
Name: doc_url, dtype: str"
0000929638-25-003345,92963825003345,Verizon ABS II LLC,1836995,424H,2025-09-03,Verizon_ABS_II_LLC_2025-09-03_424H.htm,Verizon_ABS_II_LLC_2025-09-03_424H.txt,138158,https://www.sec.gov/Archives/edgar/data/1836995/000092963825003345/a424h.htm
0000929638-25-004237,92963825004237,Verizon ABS II LLC,1836995,424H,2025-11-13,Verizon_ABS_II_LLC_2025-11-13_424H.htm,Verizon_ABS_II_LLC_2025-11-13_424H.txt,138664,https://www.sec.gov/Archives/edgar/data/1836995/000092963825004237/a424h.htm
0000929638-26-000770,92963826000770,Verizon ABS II LLC,1836995,424H,2026-03-02,Verizon_ABS_II_LLC_2026-03-02_424H.htm,Verizon_ABS_II_LLC_2026-03-02_424H.txt,137530,https://www.sec.gov/Archives/edgar/data/1836995/000092963826000770/a424h.htm
0000929638-26-002288,92963826002288,Verizon ABS II LLC,1836995,424H,2026-06-22,Verizon_ABS_II_LLC_2026-06-22_424H.htm,Verizon_ABS_II_LLC_2026-06-22_424H.txt,138491,https://www.sec.gov/Archives/edgar/data/1836995/000092963826002288/a424h.htm
0001539497-25-002386,153949725002386,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2025-09-17,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-09-17_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-09-17_424H.txt,515875,https://www.sec.gov/Archives/edgar/data/850779/000153949725002386/n5285_x6-424h.htm
0001539497-25-002565,153949725002565,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2025-09-30,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-09-30_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-09-30_424H.txt,530096,https://www.sec.gov/Archives/edgar/data/850779/000153949725002565/n5316_x8-424h.htm
0001539497-25-002946,153949725002946,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2025-11-13,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-11-13_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-11-13_424H.txt,492243,https://www.sec.gov/Archives/edgar/data/850779/000153949725002946/n5416_x4-424h.htm
0001539497-25-003085,153949725003085,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2025-12-01,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-12-01_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-12-01_424H.txt,658700,https://www.sec.gov/Archives/edgar/data/850779/000153949725003085/n5438_x7-424h.htm
0001539497-25-003202,153949725003202,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2025-12-08,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-12-08_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2025-12-08_424H.txt,570307,https://www.sec.gov/Archives/edgar/data/850779/000153949725003202/n5486_x7-424h.htm
0001539497-26-000350,153949726000350,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2026-02-11,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-02-11_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-02-11_424H.txt,491029,https://www.sec.gov/Archives/edgar/data/850779/000153949726000350/n5644_x6-424h.htm
0001539497-26-000989,153949726000989,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2026-03-23,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-03-23_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-03-23_424H.txt,517619,https://www.sec.gov/Archives/edgar/data/850779/000153949726000989/n5754_x7-424h.htm
0001539497-26-001332,153949726001332,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2026-05-05,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-05-05_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-05-05_424H.txt,415727,https://www.sec.gov/Archives/edgar/data/850779/000153949726001332/n5864_x7-424h.htm
0001539497-26-001479,153949726001479,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2026-05-15,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-05-15_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-05-15_424H.txt,570566,https://www.sec.gov/Archives/edgar/data/850779/000153949726001479/n5888_x6-424h.htm
0001539497-26-001721,153949726001721,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,850779,424H,2026-06-10,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-06-10_424H.htm,WELLS_FARGO_COMMERCIAL_MORTGAGE_SECURITIES_INC_2026-06-10_424H.txt,502644,https://www.sec.gov/Archives/edgar/data/850779/000153949726001721/n5926_x7-424h.htm
0001104659-24-086592,110465924086592,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2024-08-07,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2024-08-07_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2024-08-07_424H.txt,134485,https://www.sec.gov/Archives/edgar/data/1083199/000110465924086592/tm2420727d4_424h.htm
0001104659-25-003209,110465925003209,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2025-01-14,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-01-14_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-01-14_424H.txt,133988,https://www.sec.gov/Archives/edgar/data/1083199/000110465925003209/tm252785d5_424h.htm
0001104659-25-043167,110465925043167,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2025-05-01,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-05-01_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-05-01_424H.txt,134732,https://www.sec.gov/Archives/edgar/data/1083199/000110465925043167/tm2513003d5_424h.htm
0001104659-25-071006,110465925071006,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2025-07-28,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-07-28_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-07-28_424H.txt,138239,https://www.sec.gov/Archives/edgar/data/1083199/000110465925071006/tm2521584d5_424h.htm
0001104659-25-088821,110465925088821,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2025-09-10,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-09-10_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-09-10_424H.txt,113527,https://www.sec.gov/Archives/edgar/data/1083199/000110465925088821/tm2525438d2_424h.htm
0001104659-25-095481,110465925095481,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2025-10-01,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-10-01_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2025-10-01_424H.txt,126722,https://www.sec.gov/Archives/edgar/data/1083199/000110465925095481/tm2527075d4_424h.htm
0001104659-26-009030,110465926009030,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2026-02-02,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2026-02-02_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2026-02-02_424H.txt,136208,https://www.sec.gov/Archives/edgar/data/1083199/000110465926009030/tm264483d4_424h.htm
0001104659-26-051743,110465926051743,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2026-04-29,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2026-04-29_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2026-04-29_424H.txt,137021,https://www.sec.gov/Archives/edgar/data/1083199/000110465926051743/tm2612646d4_424h.htm
0001104659-26-082940,110465926082940,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2026-07-13,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2026-07-13_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2026-07-13_424H.txt,113242,https://www.sec.gov/Archives/edgar/data/1083199/000110465926082940/tm2620052d5_424h.htm
0001104659-26-094945,110465926094945,WORLD OMNI AUTO RECEIVABLES LLC,1083199,424H,2026-08-12,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2026-08-12_424H.htm,WORLD_OMNI_AUTO_RECEIVABLES_LLC_2026-08-12_424H.txt,126429,https://www.sec.gov/Archives/edgar/data/1083199/000110465926094945/tm2622477d4_424h.htm
